Date,Product,Customer_Category
01/01/2023,"['Pickles', 'Bread']",Middle-Aged
01/01/2023,"['Toothpaste',  'Tongue Cleaner', 'Insect Repellent', 'Shampoo', 'Chips', 'Broom']",Teenager
01/01/2023,['Onions'],Senior Citizen
01/01/2023,"['Cleaner', 'Semiya']",Senior Citizen
01/01/2023,"['Eggs', 'Cleaning Spray', 'Vinegar', Salt]",Senior Citizen
01/01/2023,"['Shampoo', 'Vinegar', 'Bread', 'Spices']",Teenager
01/01/2023,['Kambu Rice'],Teenager
01/01/2023,['Vinegar'],Senior Citizen
01/01/2023,['Nuts'],Middle-Aged
01/01/2023,"['Wheat Flour', 'Shower Gel', 'Power Strips', 'Toothpaste',  'Tongue Cleaner', 'Shampoo']",Senior Citizen
01/01/2023,"['Mustard', 'Coconut oil', 'Dustpan', 'Shampoo', 'Vinegar']",Senior Citizen
01/01/2023,['Trash Bags'],Middle-Aged
01/01/2023,"['Tomatoes', 'Diapers', 'Laundry Detergent']",Senior Citizen
01/01/2023,"['Mustard', 'Ketchup', 'Spinach']",Middle-Aged
02/01/2023,"['Vegetables', 'Stationery']",Senior Citizen
02/01/2023,"['Honey', 'Feminine Hygiene Products','Paper Towel for Faces']",Senior Citizen
02/01/2023,"['Dustpan', 'Vegetables']",Senior Citizen
02/01/2023,"['Air Freshener', 'Baby Wipes', 'Olive Oil', 'Body wash']",Middle-Aged
02/01/2023,"['Insect Repellent', 'Shaving Cream', 'Yogurt']",Homemaker
02/01/2023,"['Broom', 'Tissues', 'Stationery', 'Hair Gel', 'Potatoes']",Middle-Aged
02/01/2023,"['Olive Oil', 'Ketchup']",Teenager
02/01/2023,['Soda'],Middle-Aged
02/01/2023,"['Toothpaste',  'Tongue Cleaner', 'Tomatoes', 'Wheat Rava', 'Paper Towel For Faces', 'Honey']",Middle-Aged
02/01/2023,"['Dhal', 'Milk', 'Banana', 'Kambu Rice']",Senior Citizen
02/01/2023,"['Mustard', 'Onions', 'Coconut oil']",Homemaker
02/01/2023,"['Cheese', 'Toothpaste',  'Tongue Cleaner', 'Chocolate']",Homemaker
02/01/2023,['Air Freshener'],Homemaker
02/01/2023,"['Soda', 'Insect Repellent', 'Carrots']",Senior Citizen
02/01/2023,['Dustpan'],Young Adult
02/01/2023,"['Saftey Razor Blade', 'Vegetables', 'Juices','Chips']",Senior Citizen
02/01/2023,"['Cooking Oil', 'Cleaning Spray', 'Plant Fertilizer', 'Rice','Spices', 'Baby Wipes']",Teenager
02/01/2023,"['Mop', 'Sugar', 'Tissues', 'Semiya', 'Black pepper']",Senior Citizen
02/01/2023,"['Dhal', 'Orange', 'Dustpan']",Middle-Aged
02/01/2023,"['Toothpaste',  'Tongue Cleaner']",Young Adult
02/01/2023,"['Semiya', 'Dhal']",Young Adult
02/01/2023,"['Deodorant', 'Saftey Razor Blade']",Middle-Aged
02/01/2023,"['Cleaning Spray', 'Coconut oil']",Senior Citizen
02/01/2023,"['Dustpan', 'Cheese', 'Shaving Cream', 'Semiya', Salt]",Homemaker
02/01/2023,"['Paper Towel For Faces', 'Juices','Chips', 'Tissues', 'Deodorant']",Middle-Aged
02/01/2023,['Yogurt'],Middle-Aged
02/01/2023,"['Dishwash scrubber', 'Kambu Rice', 'Yogurt', 'Deodorant', 'Cheese']",Senior Citizen
02/01/2023,"['Chips', 'Paper Towel For Faces']",Young Adult
02/01/2023,"['Wheat Flour', 'Body wash', Salt, 'Vinegar']",Young Adult
02/01/2023,"['Cooking Oil', 'Cereal', 'Spinach', 'Olive Oil', 'Shaving Cream']",Middle-Aged
02/01/2023,['Banana'],Young Adult
02/01/2023,"['Cleaner', 'Vinegar', 'Eggs']",Middle-Aged
02/01/2023,"['Deodorant', 'Semiya', 'Milk']",Middle-Aged
02/01/2023,"['Paper Towel For Faces', 'Trash Bags', 'Baby Wipes', Salt, 'Dustpan']",Homemaker
02/01/2023,"['Hair Gel', 'Dustpan']",Teenager
02/01/2023,"['Insect Repellent', 'Light Bulbs', 'Toothpaste',  'Tongue Cleaner', 'Deodorant', 'Pickles']",Senior Citizen
02/01/2023,"['Cleaning Spray', 'Chips', 'Semiya']",Senior Citizen
02/01/2023,"['Honey', 'Broom', 'Eggs', 'Mustard']",Middle-Aged
02/01/2023,"['Spices', 'Cleaner']",Homemaker
02/01/2023,"['Trash Bags', 'Juices','Chips', 'Baby Wipes', 'Milk', 'Onions']",Young Adult
02/01/2023,"['Semiya', 'Vinegar', 'Baby Wipes', 'Body wash']",Middle-Aged
02/01/2023,"['Shampoo', 'Toilet Freshner']",Middle-Aged
02/01/2023,"['Pickles', 'Cheese']",Senior Citizen
02/01/2023,"['Ragi Malt', 'Pickles', 'Juices','Chips', 'Toothpaste',  'Tongue Cleaner']",Senior Citizen
02/01/2023,"['Orange', 'Apple', 'Bread', 'Peanut Butter']",Middle-Aged
02/01/2023,"['Coffee','Biscuit', 'Jam','Bread', 'Semiya', 'Laundry Detergent']",Young Adult
02/01/2023,"['Carrots', 'Honey']",Middle-Aged
02/01/2023,"['Spinach', 'Chips', 'Shampoo', 'Cereal Bars', 'Jam','Bread']",Middle-Aged
02/01/2023,"['Eggs', 'Paper Towel For Faces', 'Shampoo']",Middle-Aged
02/01/2023,"['Chocolate', 'Body wash', 'Spices', 'Black pepper', 'Milk']",Middle-Aged
02/01/2023,"['Air Freshener', 'Ragi Malt', 'Toothpaste',  'Tongue Cleaner']",Senior Citizen
02/01/2023,"['Vinegar', 'Cooking Oil', 'Dish Soap', 'Jam','Bread']",Senior Citizen
02/01/2023,"['Cleaner', 'Vinegar', 'Mustard']",Middle-Aged
02/01/2023,"['Chips', 'Toothpaste',  'Tongue Cleaner', 'Power Strips', 'Juices','Chips']",Middle-Aged
02/01/2023,"['Insect Repellent', 'Light Bulbs']",Young Adult
02/01/2023,"['Rice','Spices']",Young Adult
02/01/2023,"[Salt, 'Shaving Cream', 'Tomatoes', 'Cereal Bars']",Homemaker
02/01/2023,"['Rice','Spices', 'Semiya', 'Deodorant', 'Tomatoes', 'Cleaning Spray']",Young Adult
02/01/2023,"['Banana', 'Cleaner', 'Coconut oil', 'Toilet Freshner']",Homemaker
02/01/2023,"['Black pepper', 'Soap']",Middle-Aged
02/01/2023,"['Cleaner', 'Kambu Rice', 'Sugar']",Young Adult
02/01/2023,"[Salt, 'Power Strips']",Middle-Aged
02/01/2023,"['Trash Bags', 'Eggs', 'Power Strips', 'Tissues']",Middle-Aged
02/01/2023,"['Coconut oil', 'Spices', 'Kambu Rice', 'Baby Wipes', 'Semiya']",Young Adult
02/01/2023,['Toilet Freshner'],Young Adult
02/01/2023,"['Cleaner', 'Tea','Biscuit']",Middle-Aged
02/01/2023,"['Wheat Rava', 'Chocolate', 'Tissues']",Homemaker
02/01/2023,"['Chocolate', 'Soda']",Middle-Aged
02/01/2023,"['Shaving Cream', 'Power Strips', 'Wheat Flour']",Young Adult
02/01/2023,"['Chips', 'Soap', 'Coffee','Biscuit']",Senior Citizen
02/01/2023,"['Spinach', 'Shaving Cream', 'Paper Towel For Faces', 'Bread']",Middle-Aged
02/01/2023,"['Tea','Biscuit', 'Cleaning Spray']",Middle-Aged
02/01/2023,"['Olive Oil', 'Cleaning Spray', 'Spices', 'Pasta', 'Rice','Wheat Flour']",Middle-Aged
02/01/2023,"['Potatoes', 'Ice Cream', 'Nuts']",Teenager
02/01/2023,"['Dish Soap', 'Honey', 'Bread', 'Baby Wipes']",Young Adult
02/01/2023,"['Light Bulbs', 'Semiya',]",Young Adult
02/01/2023,"['Dhal', 'Ketchup', 'Semiya', 'Spices']",Middle-Aged
02/01/2023,"['Insect Repellent', 'Vinegar', 'Cooking Oil']",Young Adult
02/01/2023,"['Diapers', 'Yogurt']",Young Adult
02/01/2023,"['Coconut oil', 'Toilet Freshner', 'Toothbrush']",Homemaker
02/01/2023,"['Shower Gel', 'Soda', 'Insect Repellent']",Young Adult
02/01/2023,"['Dhal', 'Spinach']",Young Adult
02/01/2023,"['Onions', 'Mop', 'Ketchup', 'Power Strips', 'Tomatoes']",Young Adult
02/01/2023,"['Mustard', 'Carrots', 'Soda', 'Power Strips', 'Pasta']",Senior Citizen
02/01/2023,"['Spinach', 'Dhal','Spices']",Senior Citizen
02/01/2023,"['Spinach', 'Milk', 'Carrots']",Senior Citizen
02/01/2023,"['Dish Soap', 'Dishwash scrubber', 'Toothpaste',  'Tongue Cleaner']",Teenager
02/01/2023,"['Wheat Flour', 'Dish Soap']",Senior Citizen
02/01/2023,"['Honey', 'Mustard', 'Deodorant']",Teenager
02/01/2023,"['Apple', 'Vinegar', 'Pickles']",Senior Citizen
02/01/2023,"['Dhal', 'Deodorant', 'Mustard']",Homemaker
02/01/2023,"['Bread', 'Baby Wipes']",Teenager
02/01/2023,"['Dustpan', 'Diapers', 'Cleaning Spray']",Homemaker
02/01/2023,"['Toothbrush', 'Toilet Freshner', 'Olive Oil']",Senior Citizen
03/01/2023,"['Broom', 'Cleaning Spray','Mop']",Middle-Aged
03/01/2023,"['Vinegar', 'Baby Wipes', 'Paper Towel For Faces']",Young Adult
03/01/2023,['Ketchup'],Middle-Aged
03/01/2023,"['Cereal Bars', 'Hand Sanitizer']",Homemaker
03/01/2023,"['Insect Repellent', 'Vinegar', 'Ice Cream']",Teenager
03/01/2023,"['Broom', 'Chips', 'Cleaning Spray', 'Soda']",Middle-Aged
03/01/2023,"['Vinegar', 'Ragi Malt']",Senior Citizen
03/01/2023,"['Power Strips', 'Cooking Oil', 'Dhal']",Senior Citizen
03/01/2023,"['Sugar', 'Shaving Cream', 'Cereal Bars']",Young Adult
03/01/2023,"['Cooking Oil', 'Spices','Semiya','Dhal']",Middle-Aged
03/01/2023,"['Pickles', 'Cleaner', 'Chocolate', 'Black pepper']",Middle-Aged
03/01/2023,"['Milk', 'Vinegar']",Young Adult
03/01/2023,['Cheese'],Middle-Aged
03/01/2023,"['Apple', 'Kambu Rice']",Homemaker
03/01/2023,"['Shower Gel', 'Ketchup']",Homemaker
03/01/2023,['Vinegar'],Homemaker
03/01/2023,['Honey'],Senior Citizen
03/01/2023,"['Cooking Oil', 'Tissues', 'Insect Repellent', 'Tea','Biscuit']",Middle-Aged
03/01/2023,['Orange'],Middle-Aged
03/01/2023,"['Broom', 'Pasta', Salt]",Young Adult
03/01/2023,"['Carrots', 'Cheese', 'Ice Cream', 'Cereal Bars', 'Toothpaste',  'Tongue Cleaner']",Young Adult
03/01/2023,['Orange'],Senior Citizen
03/01/2023,"['Hand Sanitizer', 'Milk', 'Cheese']",Young Adult
03/01/2023,"['Plant Fertilizer', 'Soap', 'Milk']",Middle-Aged
03/01/2023,"['Milk', 'Vinegar', 'Rice','Spices', 'Cleaner', 'Pasta']",Middle-Aged
03/01/2023,['Wheat Rava'],Teenager
03/01/2023,"['Vinegar', 'Chocolate']",Senior Citizen
03/01/2023,"['Toothpaste',  'Tongue Cleaner', 'Eggs', 'Jam','Bread', 'Broom']",Senior Citizen
03/01/2023,"['Pasta', 'Toilet Freshner', 'Eggs']",Senior Citizen
03/01/2023,"['Shaving Cream', 'Saftey Razor Blade', 'Soap']",Young Adult
03/01/2023,"['Vinegar', 'Semiya', 'Dish Soap']",Teenager
03/01/2023,"['Tea','Biscuit']",Middle-Aged
03/01/2023,"['Toothpaste',  'Tongue Cleaner', 'Peanut Butter', 'Shampoo', 'Soap', 'Milk']",Teenager
03/01/2023,"['Milk', 'Chips', 'Tomatoes', 'Deodorant']",Middle-Aged
03/01/2023,"['Sugar', 'Toothbrush', 'Peanut Butter', 'Honey', 'Trash Bags']",Senior Citizen
03/01/2023,"['Shaving Cream','Razor']",Middle-Aged
03/01/2023,"['Pickles', 'Hair Gel', 'Vinegar', 'Juices','Chips', 'Vegetables']",Middle-Aged
03/01/2023,"['Wheat Flour', 'Juices','Chips', 'Ice Cream']",Senior Citizen
03/01/2023,"['Vinegar', 'Soap', 'Deodorant', 'Cereal', 'Olive Oil']",Senior Citizen
03/01/2023,"['Wheat Flour', 'Ice Cream', 'Cooking Oil','Orange']",Young Adult
03/01/2023,"['Yogurt', 'Shaving Cream', 'Toothpaste',  'Tongue Cleaner', 'Tea','Biscuit']",Middle-Aged
03/01/2023,"['Shower Gel', 'Mustard', 'Vinegar', 'Spinach', 'Pasta']",Homemaker
03/01/2023,['Tissues'],Homemaker
03/01/2023,"['Sugar', 'Insect Repellent', 'Dustpan']",Teenager
03/01/2023,"['Peanut Butter', 'Toothbrush', 'Ice Cream', 'Dish Soap']",Young Adult
03/01/2023,['Nuts'],Young Adult
03/01/2023,"['Coffee','Biscuit', 'Orange', 'Paper Towel For Faces', 'Spinach', 'Kambu Rice']",Middle-Aged
03/01/2023,"[Salt, 'Soda', 'Mop', 'Body wash']",Senior Citizen
03/01/2023,['Hand Sanitizer'],Young Adult
03/01/2023,['Mustard'],Young Adult
03/01/2023,"['Saftey Razor Blade', 'Yogurt']",Young Adult
03/01/2023,"['Spinach', 'Cereal', 'Banana', 'Soda']",Homemaker
03/01/2023,"['Cereal', 'Broom', 'Tissues', 'Hair Gel', 'Wheat Flour']",Young Adult
03/01/2023,['Dhal'],Young Adult
03/01/2023,"['Cleaner', 'Apple', 'Nuts']",Middle-Aged
03/01/2023,"['Coffee','Biscuit', 'Cereal Bars', 'Sugar']",Middle-Aged
03/01/2023,['Dustpan'],Middle-Aged
03/01/2023,"['Eggs', 'Bread', 'Vegetables', 'Dhal']",Senior Citizen
03/01/2023,"['Trash Bags', 'Tea','Biscuit', 'Carrots']",Homemaker
03/01/2023,['Soap'],Senior Citizen
03/01/2023,"['Coffee','Biscuit', 'Shower Gel', 'Apple', 'Jam','Bread', 'Shampoo']",Middle-Aged
03/01/2023,"['Peanut Butter', 'Potatoes', 'Spices', 'Laundry Detergent', 'Tomatoes']",Homemaker
03/01/2023,"['Semiya', 'Paper Towel For Faces', 'Broom', 'Spices']",Senior Citizen
03/01/2023,"['Tissues', 'Shampoo', 'Feminine Hygiene Products','Paper Towel for Faces']",Senior Citizen
03/01/2023,"['Kambu Rice', 'Olive Oil', 'Semiya']",Teenager
03/01/2023,"['Rice','Spices', 'Milk', 'Jam','Bread', 'Saftey Razor Blade']",Homemaker
03/01/2023,"['Dishwash scrubber', 'Spinach', 'Trash Bags', 'Rice','Spices']",Middle-Aged
03/01/2023,['Stationery'],Young Adult
03/01/2023,"['Dustpan', 'Cleaning Spray', 'Semiya']",Middle-Aged
03/01/2023,['Trash Bags'],Senior Citizen
03/01/2023,"['Chocolate', 'Carrots', 'Cleaner', 'Soda']",Middle-Aged
03/01/2023,"['Orange', 'Eggs', 'Olive Oil', 'Cereal Bars', 'Cleaning Spray']",Young Adult
03/01/2023,"['Hair Gel', 'Shower Gel', 'Light Bulbs', 'Ketchup']",Teenager
03/01/2023,"['Trash Bags', 'Mop', 'Cheese']",Middle-Aged
03/01/2023,"['Soda', 'Potatoes', 'Toothpaste',  'Tongue Cleaner', 'Dishwash scrubber']",Senior Citizen
03/01/2023,"['Hair Gel', 'Sugar', 'Pasta', 'Shampoo']",Homemaker
03/01/2023,['Cleaning Spray'],Young Adult
03/01/2023,['Ice Cream'],Homemaker
03/01/2023,['Vinegar'],Homemaker
03/01/2023,"['Sugar', 'Tomatoes']",Middle-Aged
03/01/2023,"['Power Strips', 'Hair Gel', 'Toothpaste',  'Tongue Cleaner', 'Rice','Spices']",Senior Citizen
03/01/2023,"['Stationery', 'Air Freshener']",Young Adult
03/01/2023,"['Coconut oil', 'Broom', 'Tomatoes', 'Potatoes']",Teenager
03/01/2023,"['Chocolate', 'Pasta', 'Soda']",Teenager
03/01/2023,"['Cleaning Spray', 'Cereal Bars']",Senior Citizen
03/01/2023,"['Ragi Malt', 'Honey', 'Dhal', 'Cereal Bars']",Middle-Aged
03/01/2023,"['Pasta', 'Light Bulbs', 'Apple', 'Paper Towel For Faces', 'Wheat Flour']",Middle-Aged
03/01/2023,"['Chocolate', 'Toothpaste',  'Tongue Cleaner', 'Ice Cream']",Middle-Aged
03/01/2023,"['Tea','Biscuit',]",Middle-Aged
03/01/2023,"['Eggs', 'Sugar', 'Onions']",Teenager
03/01/2023,['Deodorant'],Teenager
03/01/2023,[Salt],Young Adult
03/01/2023,"['Cereal', 'Shaving Cream', 'Pasta', 'Yogurt']",Homemaker
03/01/2023,"['Honey', 'Milk', 'Eggs']",Senior Citizen
04/01/2023,"['Potatoes', 'Shampoo']",Senior Citizen
04/01/2023,"['Juices','Chips', 'Feminine Hygiene Products','Paper Towel for Faces', 'Cereal', 'Spinach', 'Milk']",Middle-Aged
04/01/2023,['Air Freshener'],Homemaker
04/01/2023,"['Shower Gel', 'Mop', 'Sugar']",Senior Citizen
04/01/2023,"['Sugar', 'Black pepper', 'Insect Repellent', 'Wheat Flour', 'Wheat Rava']",Teenager
04/01/2023,"['Tea','Biscuit', 'Tissues', 'Tea','Biscuit', 'Potatoes']",Senior Citizen
04/01/2023,['Chips'],Teenager
04/01/2023,"['Onions', 'Hair Gel']",Senior Citizen
04/01/2023,['Coconut oil'],Young Adult
04/01/2023,['Soap'],Young Adult
04/01/2023,['Cereal'],Middle-Aged
04/01/2023,"['Mop', 'Semiya']",Teenager
04/01/2023,"['Jam','Bread', 'Banana', 'Kambu Rice', 'Yogurt']",Teenager
04/01/2023,['Vinegar'],Young Adult
04/01/2023,"['Cleaner', 'Bread', 'Orange', 'Juices','Chips']",Middle-Aged
04/01/2023,"['Cleaning Spray', 'Honey', 'Power Strips']",Senior Citizen
04/01/2023,"['Cereal Bars', 'Wheat Flour', 'Toothpaste',  'Tongue Cleaner']",Homemaker
04/01/2023,"['Saftey Razor Blade', 'Vinegar', 'Tissues', 'Chocolate', 'Peanut Butter']",Middle-Aged
04/01/2023,"['Plant Fertilizer', 'Light Bulbs', 'Kambu Rice']",Young Adult
04/01/2023,['Cleaning Spray'],Teenager
04/01/2023,"['Cereal', 'Plant Fertilizer', 'Tissues', 'Deodorant', 'Honey']",Homemaker
04/01/2023,"['Coconut oil', 'Power Strips']",Senior Citizen
04/01/2023,"['Hand Sanitizer', 'Semiya']",Young Adult
04/01/2023,['Light Bulbs'],Young Adult
04/01/2023,"['Jam','Bread']",Middle-Aged
04/01/2023,['Soda'],Middle-Aged
04/01/2023,"['Stationery','Stationary']",Middle-Aged
04/01/2023,['Wheat Rava'],Teenager
04/01/2023,"['Carrots', 'Tomatoes']",Homemaker
04/01/2023,"['Peanut Butter', 'Ketchup', 'Ragi Malt']",Teenager
04/01/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Hair Gel', 'Body wash', 'Insect Repellent', 'Soda']",Young Adult
04/01/2023,['Dhal'],Young Adult
04/01/2023,"['Peanut Butter', 'Honey']",Young Adult
04/01/2023,"['Rice','Spices']",Young Adult
04/01/2023,"['Cereal Bars', 'Paper Towel For Faces', 'Toothbrush']",Teenager
04/01/2023,"['Jam','Bread', 'Milk', 'Plant Fertilizer']",Senior Citizen
04/01/2023,"['Cereal Bars', 'Light Bulbs', 'Cereal Bars']",Senior Citizen
04/01/2023,"['Apple', 'Cleaner', 'Hair Gel', 'Cheese']",Homemaker
04/01/2023,"['Ice Cream', 'Chocolate', 'Shaving Cream', 'Chocolate', 'Plant Fertilizer']",Homemaker
04/01/2023,"['Juices','Chips']",Senior Citizen
04/01/2023,"['Apple', 'Olive Oil', 'Banana', 'Toothbrush']",Middle-Aged
04/01/2023,"['Body wash', 'Cleaner', 'Insect Repellent']",Middle-Aged
04/01/2023,"['Dhal', 'Coconut oil', 'Sugar']",Homemaker
04/01/2023,"['Hand Sanitizer', 'Honey', 'Tea','Biscuit']",Teenager
04/01/2023,['Nuts'],Middle-Aged
04/01/2023,['Sugar'],Senior Citizen
04/01/2023,['Vinegar'],Middle-Aged
04/01/2023,"['Diapers', 'Power Strips', 'Dishwash scrubber', 'Paper Towel For Faces', 'Shampoo']",Young Adult
04/01/2023,"['Cooking Oil', 'Deodorant']",Senior Citizen
04/01/2023,"['Mop', 'Kambu Rice', 'Cheese']",Middle-Aged
04/01/2023,"['Eggs', 'Carrots', 'Vinegar', 'Yogurt']",Middle-Aged
04/01/2023,"['Shower Gel', 'Dishwash scrubber', 'Onions', 'Shaving Cream']",Senior Citizen
04/01/2023,"['Jam','Bread', 'Wheat Flour', 'Honey']",Teenager
04/01/2023,"['Yogurt', 'Vinegar', 'Shower Gel']",Young Adult
04/01/2023,['Apple'],Young Adult
04/01/2023,"['Ragi Malt', 'Air Freshener', 'Cleaner', 'Plant Fertilizer', 'Jam','Bread']",Teenager
04/01/2023,['Sugar'],Teenager
04/01/2023,"['Ragi Malt', 'Carrots']",Homemaker
04/01/2023,"['Soap', 'Shampoo', 'Toothpaste',  'Tongue Cleaner','ToothBrush']",Middle-Aged
