Date,Product,Customer_Category
01/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Homemaker
01/10/2023,"['Plant Fertilizer', 'Stationery', 'Body wash']",Middle-Aged
01/10/2023,"['Tomatoes','paneer','Spices','Rice']",Teenager
01/10/2023,"['Baby Wipes', 'Baby Wipes', 'Shampoo', 'Cleaning Spray', 'Vinegar']",Homemaker
01/10/2023,"['Stationery', 'Wheat Flour','Spices']",Senior Citizen
01/10/2023,"['Potatoes', 'Tomatoes', 'Cereal Bars', 'Wheat FLour','Vegetables,'Dhal', 'Nuts']",Middle-Aged
01/10/2023,"['Hair Gel', 'Banana', 'Eggs', 'Diapers']",Middle-Aged
01/10/2023,['Milk'],Homemaker
01/10/2023,"['Dustpan', 'Coffee','Biscuit', 'Bread', 'Honey']",Homemaker
01/10/2023,"['Salt', 'Juices','Chips']",Middle-Aged
01/10/2023,"['Carrots','Spices','Rice']",Middle-Aged
01/10/2023,"['Onions', 'Eggs', 'Saftey Razor Blade', 'Toilet Freshner']",Middle-Aged
01/10/2023,"['Orange', 'Ragi Malt', 'Pasta', 'Coconut oil', 'Toilet Freshner']",Homemaker
01/10/2023,"['Pickles', 'Onions', 'Laundry Detergent', 'Black pepper', 'Body wash']",Young Adult
01/10/2023,"['Olive Oil', 'Mop', 'Shower Gel', 'Jam','Bread', 'Wheat Flour']",Homemaker
01/10/2023,"['Light Bulbs', 'Cooking Oil', 'Dhal', 'Pickles']",Young Adult
01/10/2023,"['Peanut Butter', 'Plant Fertilizer', 'Juices','Chips', 'Vegetables', 'Soda']",Young Adult
01/10/2023,"['Milk', 'Jam','Bread', 'Tomatoes']",Senior Citizen
01/10/2023,"['Cleaning Spray', 'Pickles', 'Coconut oil']",Young Adult
01/10/2023,"['Wheat Rava', 'Dhal','Spices','Rice']",Middle-Aged
01/10/2023,"['Hair Gel', 'Mop', 'Tomatoes']",Young Adult
01/10/2023,"['Orange', 'Wheat Flour', 'Toothbrush', 'Dustpan', 'Ice Cream']",Young Adult
01/10/2023,"['Diapers', 'Shower Gel', 'Apple', 'Salt', 'Rice','Spices']",Senior Citizen
01/10/2023,"['Cleaning Spray', 'Broom', 'Salt']",Homemaker
01/10/2023,"['Soap', 'Pasta', 'Shampoo']",Young Adult
01/10/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Bread', 'Stationery']",Young Adult
01/10/2023,"['Baby Wipes', 'Hand Sanitizer', 'Cooking Oil', 'Baby Wipes']",Middle-Aged
01/10/2023,"['Apple', 'Power Strips', 'Saftey Razor Blade']",Middle-Aged
01/10/2023,"['Cereal', 'Air Freshener', 'Light Bulbs']",Senior Citizen
01/10/2023,"['Cleaning Spray', 'Paper Towel For Faces', 'Cleaner', 'Hair Gel']",Senior Citizen
01/10/2023,"['Feminine Hygiene Products','Paper Towel for Faces']",Senior Citizen
01/10/2023,"['Baby Wipes', 'Vegetables']",Senior Citizen
01/10/2023,"['Stationery', 'Deodorant', 'Dish Soap']",Homemaker
01/10/2023,"['Black pepper', 'Black pepper']",Homemaker
01/10/2023,"['Spinach', 'Dish Soap']",Senior Citizen
01/10/2023,"['Salt', 'Pasta', 'Tissues', 'Tea','Biscuit', 'Cooking Oil']",Senior Citizen
01/10/2023,"['Body wash', 'Eggs', 'Spinach', 'Feminine Hygiene Products','Paper Towel for Faces', 'Tea','Biscuit']",Middle-Aged
01/10/2023,"['Eggs', 'Pickles', 'Salt']",Middle-Aged
01/10/2023,"['Stationery', 'Pasta']",Senior Citizen
01/10/2023,"['Peanut Butter', 'Power Strips', 'Yogurt', 'Pickles', 'Wheat Rava']",Senior Citizen
01/10/2023,"['Cooking Oil', 'Cereal Bars', 'Olive Oil', 'Banana']",Homemaker
01/10/2023,"['Apple', 'Laundry Detergent']",Young Adult
01/10/2023,"['Jam','Bread', 'Wheat Rava', 'Cleaning Spray']",Young Adult
01/10/2023,"['Semiya', 'Power Strips', 'Shaving Cream', 'Tea','Biscuit']",Middle-Aged
01/10/2023,"['Cleaning Spray', 'Nuts', 'Ragi Malt']",Middle-Aged
01/10/2023,"['Light Bulbs', 'Mop', 'Vinegar']",Senior Citizen
01/10/2023,"['Salt', 'Dishwash scrubber', 'Power Strips']",Senior Citizen
01/10/2023,"['Diapers', 'Chocolate', 'Dishwash scrubber']",Young Adult
01/10/2023,['Cleaning Spray'],Senior Citizen
01/10/2023,"['Chocolate', 'Milk', 'Pasta', 'Shower Gel', 'Honey']",Homemaker
01/10/2023,"['Salt', 'Tissues', 'Cereal Bars']",Middle-Aged
01/10/2023,"['Wheat Rava', 'Chips']",Middle-Aged
01/10/2023,"['Honey', 'Vinegar', 'Sugar', 'Deodorant']",Homemaker
01/10/2023,"['Milk', 'Trash Bags', 'Toothbrush', 'Tissues', 'Tomatoes']",Middle-Aged
01/10/2023,"['Sugar', 'Salt', 'Ice Cream']",Senior Citizen
01/10/2023,['Dishwash scrubber'],Homemaker
01/10/2023,"['Ketchup', 'Coconut oil', 'Salt']",Teenager
01/10/2023,"['Shaving Cream','Razor']",Middle-Aged
01/10/2023,"['Orange', 'Sugar', 'Laundry Detergent', 'Tissues']",Senior Citizen
01/10/2023,"['Cereal Bars', 'Saftey Razor Blade']",Middle-Aged
01/10/2023,"['Cheese', 'Black pepper']",Senior Citizen
01/10/2023,"['Onions','Spices','Rice','Wheat Flour']",Young Adult
01/10/2023,"['Vinegar', 'Saftey Razor Blade', 'Black pepper']",Teenager
01/10/2023,"['Milk', 'Vinegar', 'Carrots']",Homemaker
01/10/2023,"['Honey', 'Semiya', 'Nuts']",Senior Citizen
01/10/2023,"['Juices','Chips', 'Onions', 'Ragi Malt']",Middle-Aged
01/10/2023,"['Sugar', 'Cleaner']",Middle-Aged
02/10/2023,"['Milk', 'Trash Bags', 'Chocolate', 'Spinach']",Senior Citizen
02/10/2023,['Cereal Bars'],Homemaker
02/10/2023,"['Onions','Wheat Flour', 'Broom', 'Wheat FLour','Vegetables,'Dhal', 'Cooking Oil', 'Hair Gel']",Teenager
02/10/2023,"['Wheat Flour', 'Vinegar']",Middle-Aged
02/10/2023,"['Trash Bags', 'Coffee','Biscuit', 'Hand Sanitizer', 'Wheat FLour','Vegetables,'Dhal' ]",Middle-Aged
02/10/2023,"['Cooking Oil', 'Broom', 'Vinegar', 'Spinach']",Young Adult
02/10/2023,['Mop'],Teenager
02/10/2023,"['Hand Sanitizer', 'Soda', 'Deodorant', 'Stationery']",Young Adult
02/10/2023,"['Wheat Rava', 'Mop', 'Spices', 'Dhal', 'Bread']",Young Adult
02/10/2023,['Vinegar'],Teenager
02/10/2023,"['Honey', 'Spices', 'Tea','Biscuit', 'Ketchup']",Young Adult
02/10/2023,"['Milk', 'Apple', 'Saftey Razor Blade', 'Pasta', 'Light Bulbs']",Teenager
02/10/2023,"['Onions', 'Yogurt', 'Toilet Freshner', 'Nuts', 'Broom']",Middle-Aged
02/10/2023,"['Toilet Freshner', 'Shower Gel', 'Soap', 'Milk']",Teenager
02/10/2023,"['Dhal','Spices','Rice', 'Tissues', 'Kambu Rice']",Middle-Aged
02/10/2023,"['Banana', 'Olive Oil', 'Nuts', 'Dishwash scrubber', 'Soda']",Young Adult
02/10/2023,"['Honey', 'Toothbrush']",Homemaker
02/10/2023,"['Ice Cream', 'Milk', 'Vinegar', 'Onions', 'Coconut oil']",Senior Citizen
02/10/2023,"['Power Strips', 'Jam','Bread', 'Potatoes', 'Ice Cream', 'Diapers']",Young Adult
02/10/2023,"['Shower Gel', 'Juices','Chips']",Senior Citizen
02/10/2023,"['Toilet Freshner', 'Paper Towel For Faces', 'Air Freshener', 'Rice','Spices']",Young Adult
02/10/2023,"['Potatoes','Spices','Rice', 'Pasta']",Senior Citizen
02/10/2023,"['Cheese', 'Yogurt']",Middle-Aged
02/10/2023,"['Jam','Bread', 'Soap', 'Ketchup']",Young Adult
02/10/2023,"['Dustpan', 'Cereal Bars', 'Carrots']",Middle-Aged
02/10/2023,"['Dish Soap', 'Tomatoes', 'Chocolate']",Middle-Aged
02/10/2023,"['Ragi Malt', 'Power Strips', 'Spinach', 'Trash Bags', 'Ragi Malt']",Homemaker
02/10/2023,"['Dish Soap', 'Rice','Spices', 'Orange']",Senior Citizen
02/10/2023,"['Shaving Cream','Razor']",Teenager
02/10/2023,"['Toilet Freshner', 'Salt', 'Saftey Razor Blade', 'Diapers']",Young Adult
02/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Senior Citizen
02/10/2023,['Milk'],Senior Citizen
02/10/2023,"['Trash Bags', 'Ice Cream']",Senior Citizen
02/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Senior Citizen
02/10/2023,"['Milk', 'Toothbrush', 'Laundry Detergent', 'Cleaning Spray', 'Tissues']",Middle-Aged
02/10/2023,"['Chocolate', 'Dustpan', 'Milk', 'Insect Repellent', 'Vinegar']",Senior Citizen
02/10/2023,"['Black pepper', 'Spices','Rice','Air Freshener']",Homemaker
02/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Trash Bags']",Middle-Aged
02/10/2023,['Stationery'],Young Adult
02/10/2023,"['Shower Gel', 'Toothbrush', 'Wheat Flour', 'Banana']",Middle-Aged
02/10/2023,"['Spinach','Wheat Flour']",Homemaker
02/10/2023,['Olive Oil'],Senior Citizen
02/10/2023,"['Bread', 'Cereal', 'Soda']",Middle-Aged
02/10/2023,['Diapers'],Middle-Aged
02/10/2023,"['Vinegar', 'Shaving Cream', 'Spinach', 'Coffee','Biscuit']",Middle-Aged
02/10/2023,"['Black pepper','Spices','Rice']",Teenager
02/10/2023,"['Baby Wipes', 'Shaving Cream', 'Shower Gel', 'Pasta']",Middle-Aged
02/10/2023,"['Milk', 'Cleaning Spray', 'Tomatoes', 'Vinegar']",Young Adult
02/10/2023,"['Sugar', 'Dhal', 'Body wash', 'Baby Wipes', 'Paper Towel For Faces']",Senior Citizen
02/10/2023,"['Vinegar', 'Shower Gel', 'Pasta']",Senior Citizen
02/10/2023,"['Cooking Oil', 'Sugar', 'Tea','Biscuit', 'Apple', 'Coconut oil']",Senior Citizen
02/10/2023,"['Insect Repellent', 'Toilet Freshner', 'Pickles', 'Insect Repellent', 'Baby Wipes']",Senior Citizen
02/10/2023,['Peanut Butter'],Homemaker
02/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Teenager
02/10/2023,"['Coconut oil', 'Saftey Razor Blade', 'Black pepper', 'Hand Sanitizer']",Young Adult
02/10/2023,"['Sugar', 'Milk', 'Jam','Bread']",Senior Citizen
02/10/2023,"['Milk', 'Wheat Flour', 'Coconut oil', 'Potatoes', 'Cereal Bars']",Middle-Aged
02/10/2023,"['Paper Towel For Faces', 'Chips', 'Diapers', 'Laundry Detergent']",Homemaker
02/10/2023,"['Olive Oil', 'Juices','Chips', 'Deodorant', 'Mustard', 'Olive Oil']",Middle-Aged
02/10/2023,"['Wheat Flour', 'Spices','Rice','Eggs']",Homemaker
02/10/2023,"['Nuts', 'Ketchup', 'Soda', 'Semiya', 'Wheat Flour']",Middle-Aged
02/10/2023,"['Salt', 'Insect Repellent', 'Tissues', 'Pasta']",Young Adult
02/10/2023,"['Sugar', 'Cleaning Spray']",Teenager
02/10/2023,"['Semiya', 'Yogurt']",Middle-Aged
02/10/2023,"['Milk', 'Soap', 'Wheat Rava', 'Plant Fertilizer']",Homemaker
02/10/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Baby Wipes', 'Mop', 'Yogurt']",Middle-Aged
02/10/2023,"['Tissues', 'Mustard']",Homemaker
02/10/2023,"['Vinegar', 'Mustard']",Middle-Aged
02/10/2023,['Yogurt'],Homemaker
02/10/2023,"['Saftey Razor Blade', 'Wheat FLour','Vegetables,'Dhal', 'Tea','Biscuit', 'Toothbrush', 'Eggs']",Young Adult
02/10/2023,"['Saftey Razor Blade', 'Nuts', 'Saftey Razor Blade', 'Dish Soap', 'Hair Gel']",Young Adult
02/10/2023,"['Sugar', 'Deodorant', 'Saftey Razor Blade', 'Wheat FLour','Vegetables,'Dhal' ]",Senior Citizen
02/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Senior Citizen
02/10/2023,"['Power Strips', 'Saftey Razor Blade', 'Ice Cream']",Middle-Aged
02/10/2023,"['Wheat Flour', 'Soap', 'Saftey Razor Blade', 'Yogurt', 'Tomatoes']",Middle-Aged
02/10/2023,"['Semiya','Spices','Rice', 'Dhal' ]",Teenager
02/10/2023,"['Kambu Rice', 'Jam','Bread', 'Kambu Rice', 'Dustpan']",Homemaker
02/10/2023,"['Peanut Butter', 'Nuts', 'Coffee','Biscuit', 'Plant Fertilizer']",Senior Citizen
02/10/2023,"['Rice','Spices','Dhal' ]",Senior Citizen
02/10/2023,"['Dhal', 'Chips','Milk']",Senior Citizen
02/10/2023,"['Milk', 'Toilet Freshner']",Teenager
02/10/2023,"['Hair Gel', 'Shampoo', 'Hair Gel']",Teenager
02/10/2023,"['Body wash', 'Body wash']",Young Adult
02/10/2023,['Vinegar'],Senior Citizen
02/10/2023,"['Ice Cream', 'Plant Fertilizer', 'Vegetables', 'Coconut oil']",Middle-Aged
02/10/2023,"['Rice','Spices', 'Rice','Spices', 'Coffee','Biscuit', 'Spinach']",Senior Citizen
02/10/2023,"['Sugar', 'Dish Soap', 'Spices']",Teenager
02/10/2023,"['Paper Towel For Faces', 'Cleaning Spray']",Senior Citizen
03/10/2023,"['Cereal Bars', 'Deodorant']",Teenager
03/10/2023,"['Hand Sanitizer', 'Coffee','Biscuit', 'Cleaning Spray', 'Spices', 'Wheat Rava']",Teenager
03/10/2023,"['Trash Bags', 'Yogurt', 'Dish Soap', 'Tea','Biscuit']",Senior Citizen
03/10/2023,['Sugar'],Senior Citizen
03/10/2023,"['Baby Wipes', 'Toilet Freshner', 'Tissues']",Young Adult
03/10/2023,['Broom'],Teenager
03/10/2023,"['Cereal', 'Eggs','Spices','Rice', 'Nuts', 'Plant Fertilizer', 'Baby Wipes']",Homemaker
03/10/2023,"['Tomatoes', 'Salt', 'Vegetables']",Middle-Aged
03/10/2023,['Peanut Butter'],Middle-Aged
03/10/2023,"['Pickles', 'Wheat FLour','Vegetables,'Dhal', 'Diapers', 'Hand Sanitizer', 'Shampoo']",Senior Citizen
03/10/2023,"['Soda', 'Jam','Bread', 'Wheat Rava', 'Nuts', 'Dhal' ]",Young Adult
03/10/2023,"['Soap', 'Light Bulbs', 'Plant Fertilizer']",Senior Citizen
03/10/2023,"['Onions', 'Coffee','Biscuit', 'Shampoo', 'Toilet Freshner', 'Olive Oil']",Senior Citizen
03/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Milk', 'Juices','Chips']",Homemaker
03/10/2023,"['Apple', 'Yogurt', 'Tea','Biscuit', 'Tea','Biscuit', 'Bread']",Homemaker
03/10/2023,"['Rice','Spices', 'Chocolate', 'Cereal']",Senior Citizen
03/10/2023,"['Diapers', 'Broom', 'Potatoes', 'Tea','Biscuit']",Middle-Aged
03/10/2023,"['Dustpan', 'Mop']",Middle-Aged
03/10/2023,"['Black pepper','Spices','Rice']",Senior Citizen
03/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Chocolate']",Middle-Aged
03/10/2023,"['Dhal', 'Dish Soap']",Teenager
03/10/2023,"['Spinach', 'Nuts']",Young Adult
03/10/2023,"['Tissues', 'Chocolate', 'Stationery', 'Jam','Bread']",Senior Citizen
03/10/2023,"['Ragi Malt', 'Sugar', 'Cereal Bars']",Senior Citizen
03/10/2023,"['Cleaner', 'Salt']",Teenager
03/10/2023,"['Vinegar', 'Deodorant', 'Juices','Chips']",Young Adult
03/10/2023,"['Soap', 'Plant Fertilizer', 'Peanut Butter', 'Sugar', 'Cleaner']",Middle-Aged
03/10/2023,"['Yogurt', 'Banana']",Middle-Aged
03/10/2023,['Wheat Flour'],Middle-Aged
03/10/2023,"['Tomatoes', 'Cereal']",Homemaker
03/10/2023,"['Nuts', 'Mop', 'Banana', 'Tomatoes', 'Mustard']",Teenager
03/10/2023,"['Nuts', 'Ice Cream', 'Semiya']",Young Adult
03/10/2023,"['Onions', 'Soda', 'Laundry Detergent', 'Broom']",Young Adult
03/10/2023,"['Power Strips', 'Diapers', 'Deodorant', 'Wheat FLour','Vegetables,'Dhal' ]",Middle-Aged
03/10/2023,"['Wheat Rava', 'Cooking Oil', 'Dustpan']",Senior Citizen
03/10/2023,"['Semiya', 'Plant Fertilizer']",Middle-Aged
03/10/2023,"['Soap', 'Jam','Bread', 'Chocolate', 'Vegetables']",Teenager
03/10/2023,"['Coconut oil', 'Broom', 'Wheat Rava', 'Mustard']",Middle-Aged
03/10/2023,"['Tomatoes','paneer','Spices','Rice']",Teenager
03/10/2023,['Cereal Bars'],Middle-Aged
03/10/2023,"['Pickles', 'Tissues', 'Baby Wipes', 'Bread', 'Jam','Bread']",Teenager
03/10/2023,"['Banana', 'Jam','Bread', 'Power Strips']",Homemaker
03/10/2023,"['Kambu Rice', 'Trash Bags', 'Pasta', 'Apple', 'Soap']",Senior Citizen
03/10/2023,"['Vinegar', 'Toothbrush', 'Shaving Cream', 'Body wash']",Senior Citizen
03/10/2023,"['Insect Repellent', 'Body wash', 'Wheat FLour','Vegetables,'Dhal', 'Potatoes', 'Banana']",Middle-Aged
03/10/2023,"['Trash Bags', 'Insect Repellent', 'Olive Oil']",Young Adult
03/10/2023,"['Orange', 'Sugar']",Senior Citizen
03/10/2023,"['Black pepper', 'Shaving Cream']",Teenager
03/10/2023,"['Cereal', 'Ragi Malt', 'Salt']",Senior Citizen
03/10/2023,"['Black pepper', 'Mop', 'Eggs', 'Carrots']",Middle-Aged
03/10/2023,"['Tissues', 'Deodorant', 'Shaving Cream']",Homemaker
03/10/2023,"['Broom', 'Paper Towel For Faces']",Young Adult
03/10/2023,"['Spinach', 'Pickles', 'Toilet Freshner']",Middle-Aged
03/10/2023,['Wheat Flour'],Young Adult
03/10/2023,"['Baby Wipes', 'Dhal' ]",Young Adult
03/10/2023,"['Cereal', 'Vinegar']",Senior Citizen
03/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Young Adult
03/10/2023,"['Coffee','Biscuit', 'Shower Gel', 'Tomatoes']",Young Adult
03/10/2023,"['Ragi Malt', 'Feminine Hygiene Products','Paper Towel for Faces', 'Deodorant', 'Spinach', 'Nuts']",Young Adult
03/10/2023,"['Milk', 'Insect Repellent', 'Power Strips', 'Pasta']",Teenager
03/10/2023,"['Cereal Bars', 'Potatoes', 'Salt', 'Juices','Chips']",Homemaker
03/10/2023,"['Wheat Rava', 'Wheat FLour','Vegetables,'Dhal', 'Dish Soap', 'Banana', 'Eggs','Spices','Rice']",Homemaker
03/10/2023,"['Mustard', 'Coffee','Biscuit']",Teenager
03/10/2023,"['Power Strips', 'Ragi Malt']",Senior Citizen
03/10/2023,"['Coconut oil', 'Light Bulbs', 'Olive Oil', 'Vinegar', 'Shampoo']",Senior Citizen
03/10/2023,"['Toothbrush', 'Shaving Cream', 'Honey']",Teenager
03/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Middle-Aged
03/10/2023,"['Deodorant', 'Mop']",Middle-Aged
03/10/2023,"['Vinegar', 'Air Freshener', 'Hair Gel', 'Deodorant']",Middle-Aged
03/10/2023,"['Dustpan', 'Ketchup', 'Spices', 'Vinegar', 'Mustard']",Teenager
03/10/2023,"['Deodorant', 'Chocolate', 'Mop']",Middle-Aged
03/10/2023,"['Mustard', 'Dish Soap']",Middle-Aged
03/10/2023,"['Cooking Oil', 'Mop']",Teenager
03/10/2023,['Orange'],Middle-Aged
03/10/2023,"['Cheese', 'Plant Fertilizer', 'Tea','Biscuit']",Young Adult
03/10/2023,"['Dishwash scrubber', 'Trash Bags', 'Chocolate', 'Broom']",Teenager
03/10/2023,"['Deodorant', 'Dish Soap']",Young Adult
03/10/2023,"['Tomatoes','paneer','Spices','Rice']",Young Adult
03/10/2023,"['Chips', 'Baby Wipes', 'Ketchup']",Young Adult
03/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Middle-Aged
03/10/2023,"['Vinegar', 'Body wash', 'Cheese', 'Chips']",Teenager
03/10/2023,"['Deodorant', 'Deodorant', 'Dustpan', 'Ragi Malt']",Middle-Aged
03/10/2023,"['Tissues', 'Dishwash scrubber', 'Pickles', 'Chocolate', 'Spices']",Homemaker
03/10/2023,"['Cooking Oil', 'Coconut oil', 'Carrots']",Young Adult
03/10/2023,"['Ice Cream','Spices','Rice']",Middle-Aged
03/10/2023,"['Cleaning Spray', 'Rice','Spices', 'Chocolate', 'Olive Oil', 'Wheat FLour','Vegetables,'Dhal' ]",Young Adult
03/10/2023,"['Paper Towel For Faces', 'Milk', 'Ragi Malt']",Middle-Aged
03/10/2023,"['Power Strips', 'Stationery', 'Deodorant', 'Juices','Chips', 'Salt']",Young Adult
03/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Wheat Flour', 'Vinegar', 'Honey', 'Kambu Rice']",Homemaker
03/10/2023,"['Cereal Bars', 'Power Strips', 'Shaving Cream', 'Trash Bags']",Middle-Aged
03/10/2023,"['Rice','Spices', 'Deodorant', 'Vinegar', 'Broom', 'Mustard']",Senior Citizen
03/10/2023,"['Yogurt', 'Cheese', 'Mop', 'Cereal']",Young Adult
03/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Milk', 'Power Strips', 'Spices']",Teenager
03/10/2023,"['Cleaner', 'Plant Fertilizer', 'Chips']",Young Adult
04/10/2023,"['Deodorant', 'Orange']",Middle-Aged
04/10/2023,"['Dish Soap', 'Nuts', 'Coconut oil', 'Potatoes']",Senior Citizen
04/10/2023,"['Hand Sanitizer', 'Carrots', 'Hand Sanitizer']",Middle-Aged
04/10/2023,"['Salt', 'Shampoo', 'Toothbrush', 'Body wash', 'Wheat FLour','Vegetables,'Dhal' ]",Young Adult
04/10/2023,"['Potatoes', 'Soda', 'Power Strips', 'Chips', 'Deodorant']",Middle-Aged
04/10/2023,['Stationery'],Middle-Aged
04/10/2023,"['Toilet Freshner', 'Carrots', 'Spices', 'Nuts', 'Stationery']",Homemaker
04/10/2023,"['Potatoes', 'Trash Bags']",Senior Citizen
04/10/2023,['Hand Sanitizer'],Middle-Aged
04/10/2023,"['Insect Repellent', 'Baby Wipes', 'Cleaning Spray', 'Coffee','Biscuit']",Senior Citizen
04/10/2023,"['Banana', 'Ice Cream', 'Wheat FLour','Vegetables,'Dhal' ]",Homemaker
04/10/2023,"['Dish Soap', 'Salt', 'Soda', 'Chocolate']",Young Adult
04/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Potatoes', 'Cooking Oil']",Young Adult
04/10/2023,['Light Bulbs'],Middle-Aged
04/10/2023,"['Ice Cream', 'Sugar']",Young Adult
04/10/2023,"['Jam','Bread', 'Onions', 'Kambu Rice', 'Eggs']",Young Adult
04/10/2023,"['Hair Gel', 'Dhal', 'Onions', 'Stationery']",Teenager
04/10/2023,"['Deodorant', 'Stationery', 'Juices','Chips', 'Kambu Rice', 'Pasta']",Senior Citizen
04/10/2023,"['Vinegar','Spices','Rice']",Senior Citizen
04/10/2023,"['Tea','Biscuit']",Middle-Aged
04/10/2023,"['Shaving Cream', 'Power Strips', 'Black pepper']",Middle-Aged
04/10/2023,['Dustpan'],Senior Citizen
04/10/2023,['Milk'],Homemaker
04/10/2023,"['Potatoes', 'Pickles', 'Ketchup']",Teenager
04/10/2023,"['Wheat Flour', 'Broom']",Senior Citizen
04/10/2023,"['Laundry Detergent', 'Orange', 'Vegetables', 'Diapers', 'Air Freshener']",Young Adult
04/10/2023,"['Carrots', 'Laundry Detergent', 'Spices']",Middle-Aged
04/10/2023,"['Salt', 'Rice','Spices', 'Tomatoes', 'Apple']",Young Adult
04/10/2023,"['Tomatoes', 'Dishwash scrubber', 'Saftey Razor Blade', 'Chips']",Middle-Aged
04/10/2023,"['Cereal Bars', 'Nuts', 'Bread']",Young Adult
04/10/2023,"['Honey', 'Honey', 'Juices','Chips', 'Dish Soap']",Young Adult
04/10/2023,"['Kambu Rice', 'Milk', 'Sugar', 'Juices','Chips', 'Orange']",Young Adult
04/10/2023,"['Dishwash scrubber', 'Olive Oil', 'Cereal Bars']",Middle-Aged
04/10/2023,['Wheat Rava'],Middle-Aged
04/10/2023,"['Air Freshener', 'Cleaner', 'Dustpan', 'Semiya']",Senior Citizen
04/10/2023,"['Shaving Cream', 'Pasta']",Senior Citizen
04/10/2023,"['Tomatoes','paneer','Spices','Rice']",Young Adult
04/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Salt', 'Toothbrush', 'Spices']",Middle-Aged
04/10/2023,['Milk'],Middle-Aged
04/10/2023,['Toilet Freshner'],Homemaker
04/10/2023,"['Nuts', 'Apple', 'Dishwash scrubber']",Teenager
04/10/2023,['Cleaning Spray'],Middle-Aged
04/10/2023,"['Spices', 'Semiya', 'Jam','Bread']",Homemaker
04/10/2023,"['Orange', 'Honey']",Senior Citizen
