Date,Product,Customer_Category
02/07/2023,"['Coffee','Biscuit', 'Tomatoes', 'Dhal', 'Spinach', 'Dishwash scrubber']",Middle-Aged
02/07/2023,"['Cleaning Spray', 'Body wash', 'Shower Gel', 'Soda']",Homemaker
02/07/2023,"['Semiya', 'Dishwash scrubber', 'Vinegar']",Middle-Aged
02/07/2023,"['Toothpaste',  'Tongue Cleaner']",Senior Citizen
02/07/2023,"['Shaving Cream', 'Trash Bags', 'Feminine Hygiene Products','Paper Towel for Faces', 'Toothpaste',  'Tongue Cleaner']",Young Adult
02/07/2023,"['Wheat Rava', 'Soap']",Young Adult
02/07/2023,['Cheese'],Senior Citizen
02/07/2023,"['Deodorant', 'Laundry Detergent', 'Salt', 'Mop']",Teenager
02/07/2023,"['Soda', 'Ketchup', 'Dustpan']",Senior Citizen
02/07/2023,"['Power Strips', 'Dhal', 'Paper Towel For Faces']",Middle-Aged
02/07/2023,['Wheat Flour'],Teenager
02/07/2023,"['Plant Fertilizer', 'Tomatoes', 'Salt']",Senior Citizen
02/07/2023,['Ketchup'],Senior Citizen
02/07/2023,"['Ice Cream', 'Cheese', 'Saftey Razor Blade', 'Plant Fertilizer']",Senior Citizen
02/07/2023,"['Cereal Bars', 'Dhal', 'Coffee','Biscuit', 'Banana', 'Insect Repellent']",Middle-Aged
02/07/2023,"['Bread', 'Tissues', 'Orange', 'Diapers']",Homemaker
02/07/2023,"['Tea','Biscuit']",Young Adult
02/07/2023,"['Mustard', 'Cleaning Spray', 'Cereal', 'Peanut Butter', 'Pickles']",Middle-Aged
02/07/2023,"['Toothpaste',  'Tongue Cleaner']",Young Adult
02/07/2023,"['Tissues', 'Milk', 'Wheat Flour','Spices','Dhal']",Young Adult
02/07/2023,"['Tea','Biscuit', 'Nuts', 'Shaving Cream', 'Cheese', 'Jam','Bread']",Middle-Aged
02/07/2023,"['Soda', 'Toothpaste',  'Tongue Cleaner', 'Stationery']",Homemaker
02/07/2023,"['Milk', 'Hair Gel', 'Body wash', 'Cereal']",Homemaker
02/07/2023,"['Saftey Razor Blade', 'Body wash', 'Salt', 'Potatoes', 'Cleaning Spray']",Teenager
02/07/2023,"['Mustard', 'Juices','Chips', 'Soap', 'Baby Wipes']",Middle-Aged
02/07/2023,"['Toothbrush', 'Spinach']",Young Adult
02/07/2023,"['Juices','Chips', 'Wheat Rava', 'Wheat Rava', 'Cheese', 'Tissues']",Middle-Aged
02/07/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Orange', 'Hair Gel', 'Shaving Cream', 'Vinegar']",Senior Citizen
02/07/2023,"['Honey', 'Ragi Malt', 'Air Freshener']",Teenager
02/07/2023,['Laundry Detergent'],Middle-Aged
02/07/2023,"['Trash Bags', 'Hair Gel', 'Diapers', 'Soap', 'Ketchup']",Middle-Aged
02/07/2023,"['Orange', 'Hand Sanitizer']",Senior Citizen
02/07/2023,"['Dhal', 'Onions',['Onions']]",Young Adult
02/07/2023,"['Carrots', 'Sugar', 'Kambu Rice']",Teenager
02/07/2023,['Cleaning Spray'],Homemaker
02/07/2023,['Laundry Detergent'],Young Adult
02/07/2023,"['Power Strips', 'Saftey Razor Blade', 'Milk', 'Cheese', 'Toilet Freshner']",Young Adult
02/07/2023,"['Peanut Butter', 'Ketchup', 'Vinegar', 'Black pepper', 'Diapers']",Young Adult
02/07/2023,"['Broom', 'Banana', 'Honey', 'Bread', 'Spinach']",Young Adult
02/07/2023,"['Shaving Cream', 'Toilet Freshner']",Young Adult
02/07/2023,"['Carrots', 'Tea','Biscuit', 'Toothpaste',  'Tongue Cleaner']",Middle-Aged
02/07/2023,"['Toothbrush', 'Black pepper', 'Shower Gel']",Homemaker
03/07/2023,"['Coffee','Biscuit', 'Honey']",Senior Citizen
03/07/2023,"['Toothpaste',  'Tongue Cleaner', 'Coffee','Biscuit', 'Chips', 'Hair Gel']",Teenager
03/07/2023,"['Vinegar', 'Cleaner', 'Insect Repellent', 'Pasta', 'Jam','Bread']",Young Adult
03/07/2023,"['Ragi Malt', 'Hair Gel', 'Carrots']",Homemaker
03/07/2023,"['Coffee','Biscuit', 'Ragi Malt', 'Deodorant']",Homemaker
03/07/2023,"['Ragi Malt', 'Shower Gel', 'Cereal Bars', 'Cereal', 'Milk']",Senior Citizen
03/07/2023,"['Jam','Bread', 'Body wash', 'Toilet Freshner', 'Power Strips']",Young Adult
03/07/2023,"['Deodorant', 'Ketchup', 'Shaving Cream']",Middle-Aged
03/07/2023,"['Jam','Bread', 'Insect Repellent', 'Vinegar', 'Onions', 'Plant Fertilizer']",Young Adult
03/07/2023,"['Spinach', 'Chocolate']",Middle-Aged
03/07/2023,"['Power Strips', 'Cheese', 'Olive Oil']",Senior Citizen
03/07/2023,"['Cleaner', 'Soap', 'Semiya']",Homemaker
03/07/2023,"['Milk', 'Honey', 'Dish Soap']",Middle-Aged
03/07/2023,['Pickles'],Young Adult
03/07/2023,"['Ketchup', 'Insect Repellent', 'Insect Repellent', 'Spices','Dhal']",Young Adult
03/07/2023,"['Mop', 'Cereal Bars', 'Spices','Dhal']",Homemaker
03/07/2023,"['Saftey Razor Blade', 'Yogurt', 'Tomatoes', 'Hand Sanitizer']",Middle-Aged
03/07/2023,"['Diapers', 'Spices','Dhal']",Senior Citizen
03/07/2023,"['Apple', 'Salt', 'Paper Towel For Faces', 'Dhal']",Young Adult
03/07/2023,"['Toilet Freshner', 'Chips', 'Peanut Butter', 'Juices','Chips', 'Toilet Freshner']",Young Adult
03/07/2023,['Light Bulbs'],Teenager
03/07/2023,"['Ice Cream', 'Chips']",Homemaker
03/07/2023,"['Potatoes', 'Pasta', 'Dhal']",Homemaker
03/07/2023,"['Soda', 'Bread', 'Nuts', 'Air Freshener']",Middle-Aged
03/07/2023,"['Air Freshener', 'Body wash']",Senior Citizen
03/07/2023,['Orange'],Middle-Aged
03/07/2023,['Shower Gel'],Young Adult
03/07/2023,"['Laundry Detergent', 'Tomatoes', 'Saftey Razor Blade', 'Cooking Oil', 'Coconut oil']",Senior Citizen
03/07/2023,['Air Freshener'],Senior Citizen
03/07/2023,['Dhal'],Teenager
03/07/2023,"['Vinegar', 'Pickles']",Middle-Aged
03/07/2023,"['Ice Cream', 'Cheese', 'Mop']",Teenager
03/07/2023,"['Cereal Bars', 'Milk']",Young Adult
03/07/2023,"['Yogurt', 'Cereal', 'Toothpaste',  'Tongue Cleaner', 'Orange', 'Vegetables']",Homemaker
03/07/2023,"['Ice Cream', 'Vinegar', 'Feminine Hygiene Products','Paper Towel for Faces', 'Mop']",Teenager
03/07/2023,"['Potatoes', 'Tissues', 'Vegetables', 'Dishwash scrubber']",Middle-Aged
03/07/2023,"['Deodorant', 'Bread', 'Pasta', 'Wheat Rava', 'Milk']",Young Adult
03/07/2023,"['Cleaning Spray', 'Rice','Spices','Dhal', 'Nuts', 'Laundry Detergent']",Senior Citizen
03/07/2023,"['Olive Oil', 'Mop', 'Soap', 'Wheat Flour']",Senior Citizen
03/07/2023,"['Paper Towel For Faces', 'Chocolate', 'Honey', 'Vinegar']",Senior Citizen
03/07/2023,"['Kambu Rice', 'Milk']",Young Adult
03/07/2023,"['Tomatoes', 'Trash Bags', 'Dustpan']",Homemaker
03/07/2023,"['Pasta', 'Shaving Cream']",Middle-Aged
03/07/2023,['Mop'],Homemaker
03/07/2023,"['Insect Repellent', 'Shaving Cream', 'Onions', 'Cooking Oil', 'Tomatoes']",Senior Citizen
03/07/2023,"['Cereal Bars', 'Light Bulbs', 'Hand Sanitizer', 'Dish Soap']",Young Adult
03/07/2023,"['Dishwash scrubber', 'Trash Bags', 'Plant Fertilizer', 'Feminine Hygiene Products','Paper Towel for Faces']",Senior Citizen
03/07/2023,['Toilet Freshner'],Young Adult
03/07/2023,['Cooking Oil'],Senior Citizen
03/07/2023,"['Tea','Biscuit']",Senior Citizen
03/07/2023,['Peanut Butter'],Teenager
03/07/2023,"['Vegetables', 'Cooking Oil', 'Soap', 'Milk', 'Soap']",Young Adult
03/07/2023,"['Semiya', 'Shaving Cream', 'Power Strips']",Middle-Aged
03/07/2023,"['Yogurt', 'Tissues', 'Deodorant', 'Shower Gel', 'Wheat Rava']",Senior Citizen
03/07/2023,['Paper Towel For Faces'],Young Adult
03/07/2023,['Shower Gel'],Middle-Aged
03/07/2023,"['Deodorant', 'Tea','Biscuit', 'Paper Towel For Faces', 'Orange']",Teenager
03/07/2023,"['Vinegar', 'Cooking Oil', 'Chocolate', 'Toothpaste',  'Tongue Cleaner']",Senior Citizen
03/07/2023,"['Rice','Spices','Dhal', 'Apple', 'Hand Sanitizer', 'Hair Gel', 'Vegetables']",Middle-Aged
03/07/2023,"['Cleaning Spray', 'Paper Towel For Faces', 'Light Bulbs', 'Sugar']",Homemaker
03/07/2023,"['Tea','Biscuit', 'Banana']",Young Adult
03/07/2023,"['Kambu Rice', 'Tomatoes']",Middle-Aged
03/07/2023,"['Vegetables', 'Shaving Cream', 'Soap', 'Spices','Dhal']",Middle-Aged
03/07/2023,['Pickles'],Senior Citizen
03/07/2023,"['Shampoo', 'Kambu Rice', 'Wheat Rava', 'Broom']",Middle-Aged
03/07/2023,"['Cereal Bars', 'Peanut Butter']",Homemaker
03/07/2023,"['Pasta', 'Semiya']",Young Adult
03/07/2023,"['Toothpaste',  'Tongue Cleaner', 'Toothpaste',  'Tongue Cleaner', 'Deodorant', 'Dhal']",Teenager
03/07/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Soap', 'Hand Sanitizer', 'Shaving Cream', 'Soap']",Young Adult
03/07/2023,['Baby Wipes'],Young Adult
03/07/2023,"['Cleaning Spray', 'Stationery', 'Semiya', 'Plant Fertilizer']",Senior Citizen
03/07/2023,"['Rice','Spices','Dhal']",Teenager
03/07/2023,"['Bread', 'Chips', 'Dustpan', 'Toothbrush']",Young Adult
03/07/2023,"['Cooking Oil', 'Saftey Razor Blade', 'Potatoes', 'Cleaning Spray', 'Shower Gel']",Young Adult
03/07/2023,"['Body wash', 'Rice','Spices','Dhal', 'Cleaning Spray']",Middle-Aged
03/07/2023,"['Dustpan', 'Spinach', 'Tea','Biscuit', 'Cooking Oil']",Middle-Aged
03/07/2023,"['Nuts', 'Toothbrush', 'Juices','Chips', 'Vegetables', 'Paper Towel For Faces']",Middle-Aged
03/07/2023,"['Diapers', 'Tissues', 'Olive Oil']",Teenager
03/07/2023,"['Vegetables','Rice','Spices','Dhal']",Middle-Aged
03/07/2023,"['Tomatoes', 'Vinegar', 'Hair Gel']",Middle-Aged
03/07/2023,"['Light Bulbs', 'Shampoo', 'Cleaner', 'Toothbrush', 'Coffee','Biscuit']",Senior Citizen
03/07/2023,"['Mustard', 'Ice Cream']",Senior Citizen
03/07/2023,"['Cereal', 'Diapers', 'Pickles']",Homemaker
03/07/2023,"['Tissues', 'Ragi Malt']",Young Adult
03/07/2023,['Cleaner'],Homemaker
03/07/2023,['Hand Sanitizer'],Young Adult
03/07/2023,"['Deodorant', 'Insect Repellent', 'Carrots', 'Olive Oil']",Young Adult
04/07/2023,"['Dhal', 'Shampoo', 'Tissues', 'Shower Gel']",Senior Citizen
04/07/2023,"['Dish Soap', 'Cheese', 'Spices','Dhal', 'Body wash']",Middle-Aged
04/07/2023,"['Ice Cream', 'Wheat Rava', 'Coconut oil', 'Broom']",Young Adult
04/07/2023,"['Mop', 'Wheat Flour', 'Toilet Freshner']",Senior Citizen
04/07/2023,['Hair Gel'],Young Adult
04/07/2023,"['Light Bulbs', 'Soda', 'Dishwash scrubber', 'Bread']",Senior Citizen
04/07/2023,"['Vegetables', 'Hair Gel', 'Plant Fertilizer', 'Vinegar', 'Rice','Spices','Dhal']",Young Adult
04/07/2023,"['Pickles', 'Cheese', 'Pickles', 'Cleaning Spray']",Senior Citizen
04/07/2023,"['Rice','Spices','Dhal', 'Diapers', 'Ragi Malt']",Middle-Aged
04/07/2023,"['Hand Sanitizer', 'Trash Bags', 'Vinegar', 'Olive Oil']",Homemaker
04/07/2023,"['Vegetables','Rice','Spices','Dhal']",Teenager
04/07/2023,['Wheat Flour'],Young Adult
04/07/2023,"['Nuts', 'Shampoo']",Senior Citizen
04/07/2023,"['Orange', 'Air Freshener', 'Juices','Chips']",Teenager
04/07/2023,"['Plant Fertilizer', 'Dish Soap', 'Peanut Butter', 'Wheat Flour', 'Ketchup']",Senior Citizen
04/07/2023,"['Broom', 'Cereal']",Young Adult
04/07/2023,"['Vinegar', 'Spices','Dhal']",Middle-Aged
04/07/2023,"['Wheat Flour', 'Tomatoes', 'Honey', 'Shampoo']",Middle-Aged
04/07/2023,"['Dishwash scrubber', 'Juices','Chips', 'Soap', 'Paper Towel For Faces', 'Banana']",Teenager
04/07/2023,['Cooking Oil'],Middle-Aged
04/07/2023,"['Hand Sanitizer', 'Bread', 'Cleaning Spray']",Middle-Aged
04/07/2023,"['Plant Fertilizer', 'Shaving Cream', 'Light Bulbs', 'Shaving Cream', 'Milk']",Senior Citizen
04/07/2023,"['Mustard', 'Semiya', 'Honey']",Middle-Aged
04/07/2023,"['Cereal', 'Dhal', 'Dish Soap', 'Olive Oil']",Middle-Aged
04/07/2023,"['Cooking Oil', 'Apple', 'Cereal Bars', 'Bread']",Young Adult
04/07/2023,"['Ice Cream', 'Vegetables', 'Baby Wipes', 'Cereal Bars', 'Juices','Chips']",Young Adult
04/07/2023,"['Pasta', 'Hair Gel', 'Vegetables']",Teenager
04/07/2023,"['Hand Sanitizer', 'Tissues', 'Semiya', 'Vinegar']",Homemaker
04/07/2023,"['Vegetables', 'Toothbrush', 'Cereal', 'Banana']",Middle-Aged
04/07/2023,"['Shaving Cream','Razor']",Senior Citizen
04/07/2023,"['Broom', 'Pasta', 'Soda', 'Toothpaste',  'Tongue Cleaner', 'Mop']",Homemaker
04/07/2023,"['Apple', 'Toothpaste',  'Tongue Cleaner']",Young Adult
04/07/2023,"['Ice Cream', 'Toothbrush', 'Banana', 'Cereal', 'Saftey Razor Blade']",Senior Citizen
04/07/2023,"['Eggs', 'Coffee','Biscuit', 'Chips']",Young Adult
04/07/2023,"['Banana', 'Carrots', 'Cleaner', 'Insect Repellent']",Senior Citizen
04/07/2023,"['Coffee','Biscuit']",Young Adult
04/07/2023,"['Peanut Butter', 'Vinegar', 'Pickles']",Senior Citizen
04/07/2023,"['Onions', 'Olive Oil', 'Paper Towel For Faces', 'Potatoes']",Senior Citizen
04/07/2023,"['Mustard', 'Wheat Flour', 'Wheat Flour', 'Ragi Malt', 'Pasta']",Senior Citizen
04/07/2023,"['Dish Soap', 'Stationery', 'Jam','Bread', 'Vinegar', 'Insect Repellent']",Homemaker
04/07/2023,['Deodorant'],Young Adult
04/07/2023,"['Onions','Rice','Spices','Dhal']",Teenager
04/07/2023,['Banana'],Middle-Aged
04/07/2023,"['Juices','Chips', 'Cheese']",Young Adult
04/07/2023,"['Peanut Butter', 'Juices','Chips', 'Onions', 'Hand Sanitizer', 'Ice Cream']",Middle-Aged
04/07/2023,"['Vinegar', 'Power Strips']",Homemaker
04/07/2023,['Dustpan'],Senior Citizen
04/07/2023,"['Semiya', 'Milk']",Homemaker
04/07/2023,"['Onions', 'Paper Towel For Faces', 'Soda']",Homemaker
04/07/2023,['Cereal'],Young Adult
04/07/2023,"['Toothpaste',  'Tongue Cleaner']",Young Adult
04/07/2023,"['Spinach', 'Olive Oil']",Middle-Aged
04/07/2023,"['Bread', 'Light Bulbs', 'Jam','Bread', 'Feminine Hygiene Products','Paper Towel for Faces']",Young Adult
04/07/2023,['Sugar'],Middle-Aged
04/07/2023,"['Toothbrush', 'Onions', 'Tissues', 'Soap']",Young Adult
04/07/2023,['Power Strips'],Senior Citizen
04/07/2023,"['Rice','Spices','Dhal', 'Shampoo']",Teenager
04/07/2023,"['Mustard', 'Diapers', 'Cereal']",Teenager
04/07/2023,"['Air Freshener', 'Ketchup', 'Dustpan', 'Body wash', 'Vegetables']",Senior Citizen
